Date_range,Day,Region,Average temperature,Average humidity,Average dewpoint,Average barometer,Average windspeed,Average gustspeed,Average direction,Rainfall for month,Rainfall for year,Maximum rain per minute,Maximum temperature,Minimum temperature,Maximum humidity,Minimum humidity,Maximum pressure,Minimum pressure,Maximum windspeed,Maximum gust speed,Maximum heat index
2016-06,2,40:23:00N & 105:29:00W,57.7,45,30.3,29.9,3.0,5.1,106,0.07,3.93,0.00,76.0,35.3,91,13,30.022,29.752,12.7,20.7,76.2
2016-06,3,40:23:00N & 105:29:00W,60.0,42,34.9,29.8,3.4,5.8,113,0.07,3.93,0.00,77.3,43.0,65,19,29.954,29.743,13.8,19.6,77.1
2016-06,4,40:23:00N & 105:29:00W,58.7,54,40.7,30.0,2.4,4.4,112,0.07,3.93,0.00,71.6,42.1,86,31,30.112,29.898,11.5,18.4,77.3
2016-06,5,40:23:00N & 105:29:00W,57.8,56,40.1,29.9,2.3,3.8,105,0.08,3.94,0.01,75.8,39.3,87,23,29.975,29.737,11.5,18.4,77.5
2016-06,6,40:23:00N & 105:29:00W,54.6,69,42.6,29.8,2.6,4.3,86,0.58,4.45,0.01,77.0,40.0,92,23,30.003,29.728,17.3,25.3,77.5
2016-06,7,40:23:00N & 105:29:00W,56.0,67,43.7,29.8,2.2,3.6,76,0.60,4.46,0.01,74.0,40.1,95,28,29.973,29.652,17.3,25.3,77.5
2016-06,8,40:23:00N & 105:29:00W,59.0,54,40.1,29.7,2.4,3.9,73,0.60,4.46,0.00,73.9,42.9,80,25,29.795,29.584,13.8,20.7,77.3
2016-06,9,40:23:00N & 105:29:00W,61.6,56,42.5,29.6,2.7,4.5,73,0.74,4.61,0.01,81.8,46.0,92,16,29.753,29.575,17.3,25.3,79.6
2016-06,10,40:23:00N & 105:29:00W,64.5,53,41.6,29.7,2.1,3.8,95,0.89,4.76,0.01,83.8,43.2,94,13,29.903,29.589,13.8,19.6,81.0
2016-06,11,40:23:00N & 105:29:00W,62.9,51,42.6,29.7,3.5,6.0,91,0.90,4.77,0.01,78.9,45.2,80,23,29.799,29.600,18.4,26.5,78.3
2016-06,12,40:23:00N & 105:29:00W,60.4,60,44.6,29.8,2.6,4.6,102,0.90,4.77,0.00,74.2,47.6,86,27,29.903,29.678,12.7,20.7,77.5
2016-06,13,40:23:00N & 105:29:00W,53.8,73,44.7,29.8,2.7,4.7,93,1.17,5.03,0.01,67.9,42.5,93,36,29.929,29.678,17.3,25.3,67.9
2016-06,14,40:23:00N & 105:29:00W,57.8,41,32.8,29.7,6.7,10.4,96,1.32,5.18,0.01,69.4,45.5,62,23,29.790,29.582,19.6,28.8,76.9
2016-06,15,40:23:00N & 105:29:00W,62.6,38,33.4,29.6,3.3,5.8,113,1.33,5.20,0.01,77.0,41.8,70,12,29.784,29.500,13.8,25.3,77.0
2016-06,16,40:23:00N & 105:29:00W,68.8,18,20.4,29.6,6.2,9.6,114,1.33,5.20,0.00,82.4,49.2,57,8,29.726,29.486,17.3,27.6,79.9
2016-06,17,40:23:00N & 105:29:00W,63.3,43,38.4,29.8,2.3,4.2,112,1.33,5.20,0.00,77.3,44.8,76,19,29.876,29.709,17.3,20.7,77.4
2016-06,18,40:23:00N & 105:29:00W,66.2,50,43.4,29.9,2.2,4.2,109,1.33,5.20,0.00,81.8,45.7,87,9,30.040,29.747,11.5,17.3,79.7
2016-06,19,40:23:00N & 105:29:00W,65.4,43,37.4,29.9,2.5,3.9,97,1.33,5.20,0.00,83.3,48.6,76,13,29.977,29.788,15.0,20.7,80.6
2016-06,20,40:23:00N & 105:29:00W,62.2,60,47.8,30.0,2.8,4.9,109,1.33,5.20,0.00,74.0,46.4,85,32,30.033,29.847,13.8,18.4,77.5
2016-06,21,40:23:00N & 105:29:00W,72.1,42,39.3,29.7,3.6,5.8,100,1.33,5.20,0.00,92.7,47.4,94,10,29.936,29.476,16.1,26.5,88.4
2016-06,22,40:23:00N & 105:29:00W,65.3,43,40.7,29.7,3.5,5.7,115,1.36,5.23,0.01,75.8,52.8,75,21,29.918,29.511,18.4,28.8,77.5
2016-06,23,40:23:00N & 105:29:00W,63.5,51,41.6,29.8,4.6,7.1,107,1.43,5.29,0.01,82.2,44.8,86,19,29.942,29.614,19.6,26.5,80.0
2016-06,24,40:23:00N & 105:29:00W,63.9,55,44.1,29.7,3.7,5.8,98,1.44,5.30,0.01,84.3,44.8,93,15,29.801,29.594,24.2,38.0,81.4
2016-06,25,40:23:00N & 105:29:00W,65.5,44,41.0,29.7,4.4,7.3,111,1.45,5.31,0.01,80.1,49.6,80,18,29.845,29.624,20.7,28.8,79.1
2016-06,26,40:23:00N & 105:29:00W,64.8,44,36.0,29.9,2.6,4.6,107,1.45,5.31,0.00,83.6,43.2,90,6,29.962,29.784,15.0,20.7,80.8
2016-06,27,40:23:00N & 105:29:00W,64.6,44,39.0,29.9,2.6,4.6,106,1.45,5.31,0.00,82.6,41.2,78,10,30.011,29.851,13.8,19.6,80.2
2016-06,28,40:23:00N & 105:29:00W,65.8,50,42.5,29.9,1.9,3.6,107,1.45,5.31,0.00,83.0,46.8,90,14,30.025,29.761,12.7,18.4,80.5
2016-06,29,40:23:00N & 105:29:00W,65.8,46,39.4,29.8,4.2,6.7,107,1.46,5.32,0.01,87.0,45.7,92,11,29.893,29.687,25.3,33.4,83.4
2016-06,30,40:23:00N & 105:29:00W,57.5,66,45.6,29.9,1.8,3.4,106,1.69,5.55,0.01,70.9,46.7,90,32,30.018,29.713,10.4,16.1,77.5
2016-07,1,40:23:00N & 105:29:00W,59.4,73,49.9,29.8,2.9,4.6,106,0.02,5.57,0.01,71.5,53.2,93,37,29.938,29.692,13.8,19.6,77.4
2016-07,2,40:23:00N & 105:29:00W,59.0,69,48.4,29.7,1.3,2.4,104,0.02,5.57,0.00,67.8,50.7,89,43,29.799,29.685,11.5,17.3,67.8
2016-07,3,40:23:00N & 105:29:00W,65.9,41,38.1,29.7,5.9,9.4,110,0.02,5.57,0.00,83.2,49.8,85,15,29.807,29.622,17.3,26.5,80.5
2016-07,4,40:23:00N & 105:29:00W,69.5,31,36.5,29.6,7.8,11.7,116,0.02,5.57,0.00,81.1,61.5,42,16,29.697,29.556,18.4,27.6,79.2
2016-07,5,40:23:00N & 105:29:00W,67.1,36,38.5,29.6,5.2,8.7,118,0.02,5.57,0.00,78.5,52.8,64,19,29.663,29.539,16.1,26.5,78.0
2016-07,6,40:23:00N & 105:29:00W,64.9,38,31.5,29.6,5.3,8.2,111,0.02,5.57,0.00,80.9,43.8,85,12,29.786,29.442,20.7,28.8,78.9
2016-07,7,40:23:00N & 105:29:00W,64.0,30,29.4,29.7,3.6,5.9,118,0.02,5.57,0.00,83.4,41.9,63,12,29.775,29.519,16.1,31.1,80.7
2016-07,8,40:23:00N & 105:29:00W,62.9,46,37.3,29.7,2.1,4.0,115,0.06,5.61,0.01,85.1,42.6,80,11,29.859,29.668,17.3,27.6,81.9
2016-07,9,40:23:00N & 105:29:00W,67.6,38,32.0,29.7,4.7,7.3,112,0.06,5.61,0.00,85.9,41.1,84,10,29.926,29.537,20.7,27.6,82.6
2016-07,10,40:23:00N & 105:29:00W,72.2,21,26.9,29.4,6.8,10.5,117,0.06,5.61,0.00,86.6,53.6,45,9,29.572,29.231,21.9,33.4,83.2
2016-07,11,40:23:00N & 105:29:00W,68.8,18,22.9,29.4,8.2,12.8,115,0.06,5.61,0.00,76.6,59.5,29,12,29.634,29.178,25.3,36.8,76.2
2016-07,12,40:23:00N & 105:29:00W,64.6,28,25.2,29.6,4.0,6.6,116,0.06,5.61,0.00,80.3,42.1,69,9,29.758,29.554,19.6,27.6,78.3
2016-07,13,40:23:00N & 105:29:00W,65.6,24,22.4,29.7,3.3,5.7,119,0.06,5.61,0.00,87.8,40.1,60,7,29.807,29.659,17.3,26.5,84.2
2016-07,14,40:23:00N & 105:29:00W,61.0,38,34.1,29.8,3.0,5.4,118,0.06,5.61,0.00,75.8,41.1,64,25,29.903,29.767,12.7,19.6,77.1
2016-07,15,40:23:00N & 105:29:00W,59.7,58,40.9,29.8,2.9,5.1,118,0.06,5.61,0.00,81.6,40.6,88,9,29.911,29.669,16.1,19.6,79.3
2016-07,16,40:23:00N & 105:29:00W,65.8,46,35.4,29.7,3.6,5.9,112,0.06,5.61,0.00,88.2,42.2,91,9,29.807,29.518,19.6,27.6,84.4
2016-07,17,40:23:00N & 105:29:00W,66.0,41,39.7,29.7,3.4,6.0,120,0.06,5.61,0.00,80.5,49.2,66,18,29.791,29.557,20.7,29.9,79.0
2016-07,18,40:23:00N & 105:29:00W,65.3,53,44.0,29.8,2.7,4.6,118,0.06,5.61,0.00,86.7,49.5,86,16,29.939,29.756,15.0,20.7,83.3
2016-07,19,40:23:00N & 105:29:00W,72.3,37,43.0,29.7,6.0,9.4,119,0.06,5.61,0.00,85.7,54.2,76,20,29.848,29.614,16.1,26.5,82.7
2016-07,20,40:23:00N & 105:29:00W,67.9,49,45.2,29.8,4.6,7.3,117,0.22,5.77,0.02,85.5,52.3,86,17,29.849,29.670,15.0,19.6,82.3
2016-07,21,40:23:00N & 105:29:00W,69.4,42,42.8,29.8,3.3,5.5,115,0.23,5.79,0.01,85.7,56.2,78,16,29.959,29.726,19.6,26.5,82.4
2016-07,22,40:23:00N & 105:29:00W,70.4,42,43.3,29.8,4.5,7.0,117,0.23,5.79,0.00,88.0,51.7,76,19,29.969,29.598,13.8,20.7,84.6
2016-07,23,40:23:00N & 105:29:00W,74.3,27,36.9,29.6,6.3,9.7,120,0.23,5.79,0.00,89.9,60.1,50,14,29.692,29.507,16.1,28.8,85.9
2016-07,24,40:23:00N & 105:29:00W,67.2,42,39.6,29.7,5.0,7.8,118,0.24,5.80,0.01,84.1,51.4,81,12,29.868,29.606,24.2,35.7,81.2
2016-07,25,40:23:00N & 105:29:00W,66.8,45,37.4,29.8,2.8,4.6,117,0.24,5.80,0.00,87.6,44.3,92,7,29.923,29.661,18.4,27.6,84.0
2016-07,26,40:23:00N & 105:29:00W,65.9,31,32.4,29.8,3.9,6.2,118,0.24,5.80,0.00,84.5,47.9,60,11,29.893,29.682,20.7,26.5,81.5
2016-07,27,40:23:00N & 105:29:00W,67.5,38,39.4,29.8,2.8,5.0,119,0.24,5.80,0.00,82.8,47.6,62,16,29.891,29.666,12.7,18.4,80.8
2016-07,28,40:23:00N & 105:29:00W,63.5,62,48.1,29.8,3.0,5.4,118,0.24,5.80,0.00,86.3,48.0,86,10,29.866,29.640,15.0,25.3,82.9
2016-07,29,40:23:00N & 105:29:00W,65.3,62,50.8,29.7,3.4,6.0,120,0.24,5.80,0.00,77.0,53.6,88,33,29.842,29.622,15.0,19.6,78.1
2016-07,30,40:23:00N & 105:29:00W,67.0,51,42.1,29.6,3.1,5.6,117,0.24,5.80,0.00,89.5,45.4,92,9,29.750,29.492,15.0,21.9,85.5
2016-07,31,40:23:00N & 105:29:00W,61.3,62,44.9,29.7,3.2,5.0,117,0.72,6.28,0.05,85.3,47.6,89,17,29.848,29.521,16.1,24.2,82.1
2016-08,1,40:23:00N & 105:29:00W,68.1,40,36.5,29.7,2.8,4.7,119,0.00,6.28,0.00,87.6,48.2,89,12,29.834,29.590,15.0,21.9,83.9
2016-08,2,40:23:00N & 105:29:00W,59.9,59,44.0,29.9,2.1,3.5,118,0.14,6.42,0.03,80.5,46.2,86,24,30.029,29.763,17.3,21.9,79.2
2016-08,3,40:23:00N & 105:29:00W,65.8,54,44.2,29.8,2.5,4.2,118,0.14,6.42,0.00,83.6,45.5,93,16,29.997,29.571,20.7,27.6,81.0
2016-08,4,40:23:00N & 105:29:00W,56.5,61,42.2,29.8,1.3,2.4,119,0.16,6.44,0.01,62.0,50.8,86,38,29.962,29.635,8.1,11.5,62.0
2016-08,5,40:23:00N & 105:29:00W,54.9,77,47.7,29.9,0.7,1.6,117,0.19,6.47,0.01,59.2,50.2,88,61,29.967,29.856,4.6,5.8,59.2
2016-08,6,40:23:00N & 105:29:00W,58.9,74,49.7,29.8,1.8,3.4,118,0.19,6.47,0.00,74.0,48.0,94,36,29.874,29.711,12.7,21.9,77.4
2016-08,7,40:23:00N & 105:29:00W,65.2,52,44.3,29.7,2.5,4.7,119,0.21,6.48,0.01,79.2,47.0,89,26,29.847,29.536,11.5,16.1,78.6
2016-08,8,40:23:00N & 105:29:00W,68.5,36,38.6,29.6,5.2,8.3,119,0.21,6.48,0.00,80.4,54.5,60,19,29.720,29.491,18.4,26.5,78.8
2016-08,9,40:23:00N & 105:29:00W,66.5,41,39.3,29.6,4.2,6.9,116,0.22,6.50,0.01,90.7,48.0,73,11,29.735,29.482,18.4,28.8,86.5
2016-08,10,40:23:00N & 105:29:00W,63.5,49,40.7,29.7,3.7,6.1,116,0.25,6.52,0.01,83.6,45.2,78,16,29.842,29.537,24.2,32.2,80.9
2016-08,11,40:23:00N & 105:29:00W,66.4,36,36.7,29.7,5.8,9.1,115,0.25,6.52,0.00,79.2,51.2,77,4,29.832,29.572,18.4,29.9,78.1
2016-08,12,40:23:00N & 105:29:00W,57.8,49,37.0,29.9,2.2,4.1,120,0.25,6.52,0.00,73.7,38.9,81,27,30.004,29.806,12.7,17.3,77.3
2016-08,13,40:23:00N & 105:29:00W,58.6,44,32.5,29.9,2.3,4.1,121,0.25,6.52,0.00,76.5,38.9,83,14,30.015,29.836,15.0,19.6,76.4
2016-08,14,40:23:00N & 105:29:00W,61.1,38,29.6,29.9,1.8,3.4,119,0.25,6.52,0.00,80.5,38.5,81,11,30.018,29.735,10.4,18.4,78.6
2016-08,15,40:23:00N & 105:29:00W,60.0,37,30.6,29.9,2.3,4.0,118,0.28,6.55,0.01,82.5,41.1,62,11,30.063,29.758,16.1,26.5,80.0
2016-08,16,40:23:00N & 105:29:00W,60.1,45,36.1,29.9,1.9,3.4,115,0.28,6.55,0.00,79.8,40.2,81,16,30.056,29.797,13.8,19.6,78.4
2016-08,17,40:23:00N & 105:29:00W,61.4,43,34.4,29.9,1.9,3.7,115,0.28,6.55,0.00,80.7,40.9,82,13,29.990,29.740,12.7,19.6,78.8
2016-08,18,40:23:00N & 105:29:00W,56.9,59,41.1,29.8,2.2,3.5,108,0.48,6.75,0.01,75.4,43.2,89,22,30.013,29.706,16.1,24.2,77.2
2016-08,19,40:23:00N & 105:29:00W,52.2,80,45.5,29.9,2.3,4.1,110,0.64,6.91,0.01,69.3,43.5,93,34,29.974,29.695,13.8,19.6,77.3
2016-08,20,40:23:00N & 105:29:00W,53.3,66,40.9,29.9,2.4,4.3,115,0.65,6.92,0.01,67.8,39.8,90,38,30.001,29.772,12.7,16.1,67.8
2016-08,21,40:23:00N & 105:29:00W,48.7,65,36.0,29.8,0.6,1.2,106,0.65,6.92,0.00,64.0,39.6,85,29,29.911,29.638,3.5,5.8,64.0
2016-08,22,40:23:00N & 105:29:00W,60.6,39,32.9,29.7,5.0,7.8,109,0.65,6.92,0.00,77.7,45.5,66,15,29.794,29.333,27.6,34.5,77.0
2016-08,23,40:23:00N & 105:29:00W,64.3,31,32.7,29.7,5.8,8.2,112,0.65,6.92,0.00,73.9,58.0,51,15,29.894,29.333,18.4,26.5,75.9
2016-08,24,40:23:00N & 105:29:00W,54.1,65,42.1,29.9,2.1,2.8,112,0.72,6.99,0.01,61.8,41.9,90,44,30.049,29.751,17.3,21.9,61.8
2016-08,25,40:23:00N & 105:29:00W,47.8,79,40.9,30.1,2.0,2.9,94,0.85,7.12,0.01,62.4,35.9,95,43,30.219,29.946,12.7,16.1,62.4
2016-08,26,40:23:00N & 105:29:00W,55.5,54,37.2,29.9,3.9,5.3,98,0.86,7.14,0.01,70.7,45.5,84,24,29.980,29.728,24.2,26.5,77.1
2016-08,27,40:23:00N & 105:29:00W,57.1,51,38.2,29.8,2.4,2.9,87,0.86,7.14,0.00,75.3,43.2,82,26,30.010,29.608,13.8,13.8,77.7
2016-08,28,40:23:00N & 105:29:00W,55.0,54,37.9,30.0,0.8,1.0,78,0.86,7.14,0.00,74.0,39.3,79,43,30.165,29.850,19.6,19.6,77.3
2016-08,29,40:23:00N & 105:29:00W,56.6,56,38.8,30.0,2.0,2.7,107,1.00,7.28,0.06,74.0,43.6,87,22,30.258,29.736,19.6,20.7,76.2
2016-08,30,40:23:00N & 105:29:00W,58.0,62,43.2,30.0,1.3,1.6,97,1.00,7.28,0.00,72.1,42.5,92,35,30.272,29.842,11.5,13.8,77.4
2016-08,31,40:23:00N & 105:29:00W,58.4,67,46.0,30.0,1.1,1.4,94,1.00,7.28,0.00,72.8,40.3,93,41,30.240,29.774,11.5,12.7,77.5
2016-09,1,40:23:00N & 105:29:00W,59.9,65,45.6,29.9,1.1,1.4,0,0.00,7.28,0.00,79.4,41.6,93,31,30.170,29.742,11.5,12.7,78.9
2016-09,2,40:23:00N & 105:29:00W,59.8,56,43.4,29.7,2.7,3.1,9,0.01,7.29,0.01,72.5,49.1,69,30,29.891,29.495,19.6,19.6,77.3
2016-09,3,40:23:00N & 105:29:00W,59.9,60,43.6,29.8,1.8,2.2,73,0.06,7.34,0.03,75.8,44.1,86,27,29.941,29.460,19.6,19.6,77.5
2016-09,4,40:23:00N & 105:29:00W,57.9,56,39.1,29.6,3.7,4.6,93,0.07,7.35,0.01,75.6,44.1,89,19,29.832,29.429,17.3,19.6,76.9
2016-09,5,40:23:00N & 105:29:00W,58.8,41,27.6,29.7,2.1,2.7,87,0.07,7.35,0.00,77.6,35.9,85,12,29.897,29.538,13.8,19.6,76.7
2016-09,6,40:23:00N & 105:29:00W,57.0,52,36.6,29.8,3.5,4.1,113,0.07,7.35,0.00,78.1,39.3,88,11,30.039,29.623,25.3,26.5,77.7
2016-09,7,40:23:00N & 105:29:00W,58.6,54,35.8,29.8,3.7,4.5,117,0.07,7.35,0.00,77.9,42.6,92,11,29.913,29.581,23.0,26.5,76.8
2016-09,8,40:23:00N & 105:29:00W,59.1,36,25.6,29.8,3.7,4.5,119,0.07,7.35,0.00,81.4,34.1,72,10,30.183,29.646,19.6,19.6,79.2
2016-09,9,40:23:00N & 105:29:00W,54.0,39,27.4,29.9,3.6,4.6,118,0.07,7.35,0.00,73.5,35.9,80,15,30.251,29.639,18.4,20.7,75.6
2016-09,10,40:23:00N & 105:29:00W,52.6,46,26.1,30.1,1.9,2.8,119,0.07,7.35,0.00,75.4,26.4,90,8,30.361,29.660,12.7,18.4,76.1
2016-09,11,40:23:00N & 105:29:00W,67.2,15,15.8,29.6,4.3,4.8,115,0.07,7.35,0.00,82.0,49.4,41,10,29.812,29.375,24.2,24.2,79.6
2016-09,12,40:23:00N & 105:29:00W,58.0,45,36.0,29.7,4.3,5.0,98,0.08,7.36,0.01,71.8,47.3,76,31,29.896,29.346,26.5,27.6,77.1
2016-09,13,40:23:00N & 105:29:00W,50.5,79,44.1,29.9,2.1,2.5,108,0.08,7.36,0.00,59.6,45.7,91,61,30.065,29.674,17.3,17.3,59.6
2016-09,14,40:23:00N & 105:29:00W,53.2,63,38.7,29.9,2.2,3.0,24,0.10,7.37,0.01,70.8,35.5,94,26,30.115,29.725,19.6,28.8,77.1
2016-09,15,40:23:00N & 105:29:00W,52.4,46,29.0,29.8,4.6,6.7,108,0.10,7.37,0.00,68.5,34.7,83,18,30.016,29.717,24.2,29.9,74.6
2016-09,16,40:23:00N & 105:29:00W,47.7,56,31.3,30.0,1.5,2.7,104,0.10,7.37,0.00,63.0,30.6,85,27,30.116,29.905,12.7,17.3,63.0
2016-09,17,40:23:00N & 105:29:00W,53.5,41,22.8,29.9,3.8,6.0,111,0.10,7.37,0.00,72.7,31.3,89,11,30.088,29.758,18.4,27.6,73.6
2016-09,18,40:23:00N & 105:29:00W,65.9,20,23.5,29.7,9.1,13.0,112,0.10,7.37,0.00,79.0,54.4,27,15,29.776,29.598,28.8,38.0,77.7
2016-09,19,40:23:00N & 105:29:00W,67.5,19,21.8,29.8,5.2,7.8,119,0.10,7.37,0.00,81.8,48.9,36,10,29.869,29.664,17.3,26.5,79.4
2016-09,20,40:23:00N & 105:29:00W,60.6,24,20.6,29.8,2.6,4.0,119,0.10,7.37,0.00,76.1,44.5,47,10,29.968,29.729,18.4,18.4,75.5
2016-09,21,40:23:00N & 105:29:00W,63.2,34,33.9,29.7,4.3,6.7,118,0.10,7.37,0.00,71.8,52.9,60,22,29.774,29.625,12.7,19.6,76.6
2016-09,22,40:23:00N & 105:29:00W,56.6,63,43.5,29.7,2.9,4.3,113,0.10,7.37,0.00,71.6,40.9,80,40,29.812,29.446,13.8,16.1,77.5
2016-09,23,40:23:00N & 105:29:00W,54.2,56,36.0,29.5,5.0,6.0,106,0.10,7.37,0.00,72.1,35.8,94,28,29.699,29.348,25.3,26.5,76.5
2016-09,24,40:23:00N & 105:29:00W,43.8,50,26.3,29.9,6.1,6.8,120,0.13,7.41,0.04,47.7,37.0,95,44,30.112,29.315,24.2,26.5,47.7
2016-09,25,40:23:00N & 105:29:00W,48.0,48,28.3,30.2,2.7,3.1,99,0.13,7.41,0.00,61.6,34.6,74,27,30.327,30.059,13.8,13.8,61.6
2016-09,26,40:23:00N & 105:29:00W,48.1,53,27.9,30.3,1.2,1.5,108,0.13,7.41,0.00,68.4,27.0,86,23,30.439,30.084,11.5,11.5,74.6
2016-09,27,40:23:00N & 105:29:00W,52.2,45,26.5,30.0,1.4,2.0,118,0.13,7.41,0.00,73.9,29.1,86,16,30.362,29.904,12.7,12.7,76.6
2016-09,28,40:23:00N & 105:29:00W,53.4,41,27.5,30.1,1.0,1.3,115,0.13,7.41,0.00,70.6,32.7,70,22,30.377,29.951,11.5,12.7,74.8
2016-09,29,40:23:00N & 105:29:00W,55.7,47,32.0,30.1,1.0,1.2,110,0.13,7.41,0.00,76.5,33.4,79,17,30.419,29.869,18.4,18.4,78.3
2016-09,30,40:23:00N & 105:29:00W,52.7,58,37.8,30.0,2.3,2.7,110,0.17,7.45,0.03,65.3,42.3,84,37,30.150,29.828,13.8,16.1,65.3
2016-10,1,40:23:00N & 105:29:00W,49.1,66,34.7,29.9,0.9,1.1,70,0.00,7.45,0.00,74.4,34.0,92,28,30.094,29.718,18.4,19.6,76.6
2016-10,2,40:23:00N & 105:29:00W,52.5,42,27.9,29.7,1.5,1.7,104,0.00,7.45,0.00,68.3,37.2,80,24,30.132,29.515,10.4,11.5,76.8
2016-10,3,40:23:00N & 105:29:00W,46.0,50,25.0,29.5,6.1,7.6,115,0.00,7.45,0.00,62.9,32.4,87,22,29.815,29.337,35.7,35.7,62.9
2016-10,4,40:23:00N & 105:29:00W,42.2,33,15.0,29.6,9.5,12.6,110,0.00,7.45,0.00,51.3,34.1,43,27,29.767,29.454,27.6,33.4,51.3
2016-10,5,40:23:00N & 105:29:00W,44.5,34,17.0,29.8,7.5,9.6,112,0.00,7.45,0.00,55.1,36.5,56,22,29.878,29.689,24.2,31.1,55.1
2016-10,6,40:23:00N & 105:29:00W,37.4,66,26.2,30.0,2.4,3.5,112,0.08,7.53,0.01,48.2,27.9,91,31,30.277,29.774,21.9,21.9,48.2
2016-10,7,40:23:00N & 105:29:00W,41.1,39,15.2,30.2,5.0,6.4,113,0.08,7.53,0.00,58.0,26.7,68,15,30.346,30.105,24.2,26.5,58.0
2016-10,8,40:23:00N & 105:29:00W,50.6,26,13.5,30.1,3.0,4.0,118,0.08,7.53,0.00,67.4,27.8,60,11,30.252,29.921,13.8,16.1,67.4
2016-10,9,40:23:00N & 105:29:00W,50.0,35,20.0,30.0,2.6,3.4,118,0.08,7.53,0.00,70.7,29.1,64,15,30.232,29.786,15.0,17.3,73.5
2016-10,10,40:23:00N & 105:29:00W,54.3,37,26.4,29.8,5.9,7.2,112,0.08,7.53,0.00,67.1,39.3,71,21,29.939,29.669,26.5,31.1,67.1
2016-10,11,40:23:00N & 105:29:00W,48.9,60,34.9,29.9,3.8,4.8,105,0.24,7.69,0.03,61.3,39.5,88,39,30.038,29.656,21.9,27.6,61.3
2016-10,12,40:23:00N & 105:29:00W,46.5,58,28.4,30.0,3.2,4.6,113,0.28,7.73,0.01,62.3,30.7,94,21,30.168,29.876,15.0,19.6,62.3
2016-10,13,40:23:00N & 105:29:00W,47.4,45,22.7,30.0,3.2,5.1,116,0.28,7.73,0.00,69.9,30.0,75,13,30.266,29.672,19.6,28.8,72.7
2016-10,14,40:23:00N & 105:29:00W,61.2,21,20.3,29.6,9.1,13.5,116,0.28,7.73,0.00,71.5,55.3,27,14,29.806,29.439,21.9,29.9,73.6
2016-10,15,40:23:00N & 105:29:00W,59.8,24,21.2,29.5,9.3,13.8,117,0.28,7.73,0.00,72.1,42.1,48,15,29.700,29.412,24.2,33.4,73.9
2016-10,16,40:23:00N & 105:29:00W,60.7,21,20.0,29.4,7.3,11.5,117,0.28,7.73,0.00,70.1,42.9,46,15,29.617,29.319,25.3,39.1,73.2
2016-10,17,40:23:00N & 105:29:00W,50.4,37,24.0,29.4,7.5,12.4,116,0.28,7.73,0.00,59.9,40.0,58,23,29.658,29.131,25.3,36.8,59.9
2016-10,18,40:23:00N & 105:29:00W,44.5,43,22.4,29.8,4.7,7.1,118,0.33,7.78,0.01,54.1,36.6,85,29,29.907,29.658,17.3,26.5,54.1
2016-10,19,40:23:00N & 105:29:00W,38.6,48,18.6,30.1,5.9,9.8,114,0.35,7.80,0.01,47.4,32.5,88,24,30.340,29.904,24.2,27.6,47.4
2016-10,20,40:23:00N & 105:29:00W,39.9,33,8.7,30.3,3.1,5.0,120,0.35,7.80,0.00,58.0,18.1,66,7,30.557,30.014,18.4,25.3,58.0
2016-10,21,40:23:00N & 105:29:00W,52.5,16,5.9,29.9,5.3,8.0,118,0.35,7.80,0.00,66.4,31.8,40,10,30.083,29.794,19.6,26.5,66.4
2016-10,22,40:23:00N & 105:29:00W,51.9,24,13.6,29.8,5.4,7.8,115,0.35,7.80,0.00,70.8,27.0,49,12,29.956,29.604,19.6,25.3,73.0
2016-10,23,40:23:00N & 105:29:00W,43.5,39,18.3,30.1,2.0,3.2,117,0.35,7.80,0.00,68.4,27.0,60,16,30.268,29.929,15.0,24.2,72.9
2016-10,24,40:23:00N & 105:29:00W,50.1,35,21.5,30.0,3.4,5.2,109,0.35,7.80,0.00,67.6,33.5,58,17,30.214,29.923,17.3,26.5,67.6
2016-10,25,40:23:00N & 105:29:00W,51.5,45,30.3,29.9,5.3,8.0,112,0.35,7.80,0.00,61.3,35.8,57,29,30.028,29.724,17.3,24.2,61.3
2016-10,26,40:23:00N & 105:29:00W,52.0,37,24.9,30.0,5.7,8.1,105,0.35,7.80,0.00,65.0,35.9,56,18,30.179,29.898,19.6,21.9,65.0
2016-10,27,40:23:00N & 105:29:00W,60.3,22,20.1,29.9,5.5,7.6,101,0.35,7.80,0.00,70.8,45.4,36,14,30.113,29.687,21.9,26.5,73.7
2016-10,28,40:23:00N & 105:29:00W,59.3,32,28.8,29.7,6.5,10.0,110,0.35,7.80,0.00,68.1,51.6,46,24,29.798,29.641,23.0,33.4,74.9
2016-10,29,40:23:00N & 105:29:00W,53.6,46,32.4,29.8,6.0,9.0,111,0.35,7.80,0.00,64.0,38.3,73,28,30.080,29.577,21.9,33.4,64.0
2016-10,30,40:23:00N & 105:29:00W,53.0,45,30.7,29.9,1.8,2.5,79,0.35,7.80,0.00,62.7,34.6,82,27,30.135,29.496,16.1,26.5,62.7
2016-10,31,40:23:00N & 105:29:00W,57.5,30,25.5,29.5,11.5,16.1,116,0.35,7.80,0.00,63.6,50.1,44,21,29.642,29.364,36.8,46.0,63.6
2016-11,1,40:23:00N & 105:29:00W,50.3,43,27.3,29.7,3.0,4.3,114,0.03,7.83,0.01,60.2,37.9,75,27,29.873,29.549,15.0,20.7,60.2
